"Leeftijd","Aanwezig","Datum","Type"
"65 - 69",9,"2020-09-01","IC"
"70 - 74",6,"2020-09-01","IC"
"75 - 79",3,"2020-09-01","IC"
"80 - 84",1,"2020-09-01","IC"
"85 - 89",1,"2020-09-01","IC"
">90",0,"2020-09-01","IC"
"<20",0,"2020-09-02","IC"
"20 - 24",1,"2020-09-02","IC"
"25 - 29",0,"2020-09-02","IC"
"30 - 34",1,"2020-09-02","IC"
"35 - 39",2,"2020-09-02","IC"
"40 - 44",2,"2020-09-02","IC"
"45 - 49",2,"2020-09-02","IC"
"50 - 54",6,"2020-09-02","IC"
"55 - 59",3,"2020-09-02","IC"
"60 - 64",6,"2020-09-02","IC"
"65 - 69",9,"2020-09-02","IC"
"70 - 74",5,"2020-09-02","IC"
"75 - 79",4,"2020-09-02","IC"
"80 - 84",1,"2020-09-02","IC"
"85 - 89",1,"2020-09-02","IC"
">90",0,"2020-09-02","IC"
"<20",0,"2020-09-03","IC"
"20 - 24",1,"2020-09-03","IC"
"25 - 29",0,"2020-09-03","IC"
"30 - 34",0,"2020-09-03","IC"
"35 - 39",1,"2020-09-03","IC"
"40 - 44",2,"2020-09-03","IC"
"45 - 49",2,"2020-09-03","IC"
"50 - 54",5,"2020-09-03","IC"
"55 - 59",4,"2020-09-03","IC"
"60 - 64",6,"2020-09-03","IC"
"65 - 69",9,"2020-09-03","IC"
"70 - 74",5,"2020-09-03","IC"
"75 - 79",4,"2020-09-03","IC"
"80 - 84",1,"2020-09-03","IC"
"85 - 89",1,"2020-09-03","IC"
">90",0,"2020-09-03","IC"
"<20",0,"2020-09-04","IC"
"20 - 24",1,"2020-09-04","IC"
"25 - 29",0,"2020-09-04","IC"
"30 - 34",0,"2020-09-04","IC"
"35 - 39",2,"2020-09-04","IC"
"40 - 44",2,"2020-09-04","IC"
"45 - 49",2,"2020-09-04","IC"
"50 - 54",6,"2020-09-04","IC"
"55 - 59",4,"2020-09-04","IC"
"60 - 64",6,"2020-09-04","IC"
"65 - 69",9,"2020-09-04","IC"
"70 - 74",5,"2020-09-04","IC"
"75 - 79",7,"2020-09-04","IC"
"80 - 84",1,"2020-09-04","IC"
"85 - 89",1,"2020-09-04","IC"
">90",0,"2020-09-04","IC"
"<20",0,"2020-09-05","IC"
"20 - 24",1,"2020-09-05","IC"
"25 - 29",0,"2020-09-05","IC"
"30 - 34",0,"2020-09-05","IC"
"35 - 39",3,"2020-09-05","IC"
"40 - 44",3,"2020-09-05","IC"
"45 - 49",1,"2020-09-05","IC"
"50 - 54",6,"2020-09-05","IC"
"55 - 59",3,"2020-09-05","IC"
"60 - 64",6,"2020-09-05","IC"
"65 - 69",8,"2020-09-05","IC"
"70 - 74",4,"2020-09-05","IC"
"75 - 79",6,"2020-09-05","IC"
"80 - 84",1,"2020-09-05","IC"
"85 - 89",1,"2020-09-05","IC"
">90",0,"2020-09-05","IC"
"<20",0,"2020-09-06","IC"
"20 - 24",1,"2020-09-06","IC"
"25 - 29",0,"2020-09-06","IC"
"30 - 34",0,"2020-09-06","IC"
"35 - 39",3,"2020-09-06","IC"
"40 - 44",3,"2020-09-06","IC"
"45 - 49",1,"2020-09-06","IC"
"50 - 54",7,"2020-09-06","IC"
"55 - 59",3,"2020-09-06","IC"
"60 - 64",6,"2020-09-06","IC"
"65 - 69",8,"2020-09-06","IC"
"70 - 74",4,"2020-09-06","IC"
"75 - 79",5,"2020-09-06","IC"
"80 - 84",1,"2020-09-06","IC"
"85 - 89",1,"2020-09-06","IC"
">90",0,"2020-09-06","IC"
"<20",0,"2020-09-07","IC"
"20 - 24",1,"2020-09-07","IC"
"25 - 29",0,"2020-09-07","IC"
"30 - 34",0,"2020-09-07","IC"
"35 - 39",1,"2020-09-07","IC"
"40 - 44",4,"2020-09-07","IC"
"45 - 49",1,"2020-09-07","IC"
"50 - 54",8,"2020-09-07","IC"
"55 - 59",4,"2020-09-07","IC"
"60 - 64",5,"2020-09-07","IC"
"65 - 69",7,"2020-09-07","IC"
"70 - 74",5,"2020-09-07","IC"
"75 - 79",5,"2020-09-07","IC"
"80 - 84",1,"2020-09-07","IC"
"85 - 89",1,"2020-09-07","IC"
">90",0,"2020-09-07","IC"
"<20",0,"2020-09-08","IC"
"20 - 24",1,"2020-09-08","IC"
"25 - 29",0,"2020-09-08","IC"
"30 - 34",0,"2020-09-08","IC"
"35 - 39",1,"2020-09-08","IC"
"40 - 44",4,"2020-09-08","IC"
"45 - 49",1,"2020-09-08","IC"
"50 - 54",9,"2020-09-08","IC"
"55 - 59",3,"2020-09-08","IC"
"60 - 64",6,"2020-09-08","IC"
"65 - 69",6,"2020-09-08","IC"
"70 - 74",7,"2020-09-08","IC"
"75 - 79",5,"2020-09-08","IC"
"80 - 84",1,"2020-09-08","IC"
"85 - 89",1,"2020-09-08","IC"
">90",0,"2020-09-08","IC"
"<20",0,"2020-09-09","IC"
"20 - 24",1,"2020-09-09","IC"
"25 - 29",0,"2020-09-09","IC"
"30 - 34",0,"2020-09-09","IC"
"35 - 39",2,"2020-09-09","IC"
"40 - 44",4,"2020-09-09","IC"
"45 - 49",2,"2020-09-09","IC"
"50 - 54",6,"2020-09-09","IC"
"55 - 59",3,"2020-09-09","IC"
"60 - 64",5,"2020-09-09","IC"
"65 - 69",6,"2020-09-09","IC"
"70 - 74",8,"2020-09-09","IC"
"75 - 79",6,"2020-09-09","IC"
"80 - 84",0,"2020-09-09","IC"
"85 - 89",1,"2020-09-09","IC"
">90",0,"2020-09-09","IC"
"<20",0,"2020-09-10","IC"
"20 - 24",1,"2020-09-10","IC"
"25 - 29",0,"2020-09-10","IC"
"30 - 34",0,"2020-09-10","IC"
"35 - 39",2,"2020-09-10","IC"
"40 - 44",4,"2020-09-10","IC"
"45 - 49",3,"2020-09-10","IC"
"50 - 54",6,"2020-09-10","IC"
"55 - 59",4,"2020-09-10","IC"
"60 - 64",4,"2020-09-10","IC"
"65 - 69",6,"2020-09-10","IC"
"70 - 74",11,"2020-09-10","IC"
"75 - 79",6,"2020-09-10","IC"
"80 - 84",0,"2020-09-10","IC"
"85 - 89",1,"2020-09-10","IC"
">90",0,"2020-09-10","IC"
"<20",0,"2020-09-11","IC"
"20 - 24",1,"2020-09-11","IC"
"25 - 29",0,"2020-09-11","IC"
"30 - 34",0,"2020-09-11","IC"
"35 - 39",2,"2020-09-11","IC"
"40 - 44",4,"2020-09-11","IC"
"45 - 49",3,"2020-09-11","IC"
"50 - 54",6,"2020-09-11","IC"
"55 - 59",2,"2020-09-11","IC"
"60 - 64",4,"2020-09-11","IC"
"65 - 69",7,"2020-09-11","IC"
"70 - 74",11,"2020-09-11","IC"
"75 - 79",8,"2020-09-11","IC"
"80 - 84",0,"2020-09-11","IC"
"85 - 89",1,"2020-09-11","IC"
">90",0,"2020-09-11","IC"
"<20",0,"2020-09-12","IC"
"20 - 24",1,"2020-09-12","IC"
"25 - 29",0,"2020-09-12","IC"
"30 - 34",0,"2020-09-12","IC"
"35 - 39",1,"2020-09-12","IC"
"40 - 44",5,"2020-09-12","IC"
"45 - 49",3,"2020-09-12","IC"
"50 - 54",6,"2020-09-12","IC"
"55 - 59",4,"2020-09-12","IC"
"60 - 64",3,"2020-09-12","IC"
"65 - 69",7,"2020-09-12","IC"
"70 - 74",10,"2020-09-12","IC"
"75 - 79",10,"2020-09-12","IC"
"80 - 84",0,"2020-09-12","IC"
"85 - 89",1,"2020-09-12","IC"
">90",0,"2020-09-12","IC"
"<20",0,"2020-09-13","IC"
"20 - 24",1,"2020-09-13","IC"
"25 - 29",0,"2020-09-13","IC"
"30 - 34",0,"2020-09-13","IC"
"35 - 39",1,"2020-09-13","IC"
"40 - 44",5,"2020-09-13","IC"
"45 - 49",3,"2020-09-13","IC"
"50 - 54",6,"2020-09-13","IC"
"55 - 59",4,"2020-09-13","IC"
"60 - 64",3,"2020-09-13","IC"
"65 - 69",7,"2020-09-13","IC"
"70 - 74",10,"2020-09-13","IC"
"75 - 79",10,"2020-09-13","IC"
"80 - 84",0,"2020-09-13","IC"
"85 - 89",1,"2020-09-13","IC"
">90",0,"2020-09-13","IC"
"<20",0,"2020-09-14","IC"
"20 - 24",1,"2020-09-14","IC"
"25 - 29",0,"2020-09-14","IC"
"30 - 34",1,"2020-09-14","IC"
"35 - 39",1,"2020-09-14","IC"
"40 - 44",5,"2020-09-14","IC"
"45 - 49",4,"2020-09-14","IC"
"50 - 54",7,"2020-09-14","IC"
"55 - 59",4,"2020-09-14","IC"
"60 - 64",5,"2020-09-14","IC"
"65 - 69",10,"2020-09-14","IC"
"70 - 74",12,"2020-09-14","IC"
"75 - 79",12,"2020-09-14","IC"
"80 - 84",0,"2020-09-14","IC"
"85 - 89",1,"2020-09-14","IC"
">90",0,"2020-09-14","IC"
"<20",1,"2020-09-15","IC"
"20 - 24",1,"2020-09-15","IC"
"25 - 29",2,"2020-09-15","IC"
"30 - 34",0,"2020-09-15","IC"
"35 - 39",1,"2020-09-15","IC"
"40 - 44",6,"2020-09-15","IC"
"45 - 49",5,"2020-09-15","IC"
"50 - 54",8,"2020-09-15","IC"
"55 - 59",4,"2020-09-15","IC"
"60 - 64",6,"2020-09-15","IC"
"65 - 69",11,"2020-09-15","IC"
"70 - 74",17,"2020-09-15","IC"
"75 - 79",13,"2020-09-15","IC"
"80 - 84",0,"2020-09-15","IC"
"85 - 89",2,"2020-09-15","IC"
">90",0,"2020-09-15","IC"
"<20",0,"2020-09-16","IC"
"20 - 24",0,"2020-09-16","IC"
"25 - 29",0,"2020-09-16","IC"
"30 - 34",0,"2020-09-16","IC"
"35 - 39",1,"2020-09-16","IC"
"40 - 44",5,"2020-09-16","IC"
"45 - 49",4,"2020-09-16","IC"
"50 - 54",7,"2020-09-16","IC"
"55 - 59",6,"2020-09-16","IC"
"60 - 64",8,"2020-09-16","IC"
"65 - 69",10,"2020-09-16","IC"
"70 - 74",17,"2020-09-16","IC"
"75 - 79",12,"2020-09-16","IC"
"80 - 84",0,"2020-09-16","IC"
"85 - 89",2,"2020-09-16","IC"
">90",0,"2020-09-16","IC"
"<20",0,"2020-09-17","IC"
"20 - 24",0,"2020-09-17","IC"
"25 - 29",0,"2020-09-17","IC"
"30 - 34",0,"2020-09-17","IC"
"35 - 39",0,"2020-09-17","IC"
"40 - 44",6,"2020-09-17","IC"
"45 - 49",4,"2020-09-17","IC"
"50 - 54",6,"2020-09-17","IC"
"55 - 59",7,"2020-09-17","IC"
"60 - 64",8,"2020-09-17","IC"
"65 - 69",8,"2020-09-17","IC"
"70 - 74",14,"2020-09-17","IC"
"75 - 79",10,"2020-09-17","IC"
"80 - 84",0,"2020-09-17","IC"
"85 - 89",2,"2020-09-17","IC"
">90",0,"2020-09-17","IC"
"<20",0,"2020-09-18","IC"
"20 - 24",0,"2020-09-18","IC"
"25 - 29",0,"2020-09-18","IC"
"30 - 34",0,"2020-09-18","IC"
"35 - 39",0,"2020-09-18","IC"
"40 - 44",5,"2020-09-18","IC"
"45 - 49",4,"2020-09-18","IC"
"50 - 54",6,"2020-09-18","IC"
"55 - 59",7,"2020-09-18","IC"
"60 - 64",10,"2020-09-18","IC"
"65 - 69",9,"2020-09-18","IC"
"70 - 74",13,"2020-09-18","IC"
"75 - 79",9,"2020-09-18","IC"
"80 - 84",2,"2020-09-18","IC"
"85 - 89",2,"2020-09-18","IC"
">90",0,"2020-09-18","IC"
"<20",0,"2020-09-19","IC"
"20 - 24",0,"2020-09-19","IC"
"25 - 29",0,"2020-09-19","IC"
"30 - 34",0,"2020-09-19","IC"
"35 - 39",0,"2020-09-19","IC"
"40 - 44",4,"2020-09-19","IC"
"45 - 49",5,"2020-09-19","IC"
"50 - 54",6,"2020-09-19","IC"
"55 - 59",7,"2020-09-19","IC"
"60 - 64",8,"2020-09-19","IC"
"65 - 69",9,"2020-09-19","IC"
"70 - 74",14,"2020-09-19","IC"
"75 - 79",7,"2020-09-19","IC"
"80 - 84",2,"2020-09-19","IC"
"85 - 89",2,"2020-09-19","IC"
">90",0,"2020-09-19","IC"
"<20",0,"2020-09-20","IC"
"20 - 24",0,"2020-09-20","IC"
"25 - 29",0,"2020-09-20","IC"
"30 - 34",0,"2020-09-20","IC"
"35 - 39",0,"2020-09-20","IC"
"40 - 44",4,"2020-09-20","IC"
"45 - 49",6,"2020-09-20","IC"
"50 - 54",6,"2020-09-20","IC"
"55 - 59",6,"2020-09-20","IC"
"60 - 64",10,"2020-09-20","IC"
"65 - 69",10,"2020-09-20","IC"
"70 - 74",17,"2020-09-20","IC"
"75 - 79",7,"2020-09-20","IC"
"80 - 84",2,"2020-09-20","IC"
"85 - 89",2,"2020-09-20","IC"
">90",0,"2020-09-20","IC"
"<20",0,"2020-09-21","IC"
"20 - 24",0,"2020-09-21","IC"
"25 - 29",0,"2020-09-21","IC"
"30 - 34",0,"2020-09-21","IC"
"35 - 39",0,"2020-09-21","IC"
"40 - 44",4,"2020-09-21","IC"
"45 - 49",8,"2020-09-21","IC"
"50 - 54",7,"2020-09-21","IC"
"55 - 59",6,"2020-09-21","IC"
"60 - 64",11,"2020-09-21","IC"
"65 - 69",16,"2020-09-21","IC"
"70 - 74",19,"2020-09-21","IC"
"75 - 79",9,"2020-09-21","IC"
"80 - 84",4,"2020-09-21","IC"
"85 - 89",2,"2020-09-21","IC"
">90",0,"2020-09-21","IC"
"<20",1,"2020-09-22","IC"
"20 - 24",0,"2020-09-22","IC"
"25 - 29",0,"2020-09-22","IC"
"30 - 34",1,"2020-09-22","IC"
"35 - 39",1,"2020-09-22","IC"
"40 - 44",6,"2020-09-22","IC"
"45 - 49",7,"2020-09-22","IC"
"50 - 54",7,"2020-09-22","IC"
"55 - 59",11,"2020-09-22","IC"
"60 - 64",13,"2020-09-22","IC"
"65 - 69",20,"2020-09-22","IC"
"70 - 74",19,"2020-09-22","IC"
"75 - 79",10,"2020-09-22","IC"
"80 - 84",5,"2020-09-22","IC"
"85 - 89",2,"2020-09-22","IC"
">90",0,"2020-09-22","IC"
"<20",1,"2020-09-23","IC"
"20 - 24",0,"2020-09-23","IC"
"25 - 29",1,"2020-09-23","IC"
"30 - 34",1,"2020-09-23","IC"
"35 - 39",2,"2020-09-23","IC"
"40 - 44",5,"2020-09-23","IC"
"45 - 49",7,"2020-09-23","IC"
"50 - 54",7,"2020-09-23","IC"
"55 - 59",9,"2020-09-23","IC"
"60 - 64",14,"2020-09-23","IC"
"65 - 69",24,"2020-09-23","IC"
"70 - 74",23,"2020-09-23","IC"
"75 - 79",11,"2020-09-23","IC"
"80 - 84",4,"2020-09-23","IC"
"85 - 89",1,"2020-09-23","IC"
">90",0,"2020-09-23","IC"
"<20",1,"2020-09-24","IC"
"20 - 24",1,"2020-09-24","IC"
"25 - 29",1,"2020-09-24","IC"
"30 - 34",1,"2020-09-24","IC"
"35 - 39",3,"2020-09-24","IC"
"40 - 44",5,"2020-09-24","IC"
"45 - 49",7,"2020-09-24","IC"
"50 - 54",9,"2020-09-24","IC"
"55 - 59",10,"2020-09-24","IC"
"60 - 64",17,"2020-09-24","IC"
"65 - 69",27,"2020-09-24","IC"
"70 - 74",22,"2020-09-24","IC"
"75 - 79",13,"2020-09-24","IC"
"80 - 84",3,"2020-09-24","IC"
"85 - 89",1,"2020-09-24","IC"
">90",0,"2020-09-24","IC"
"<20",1,"2020-09-25","IC"
"20 - 24",1,"2020-09-25","IC"
"25 - 29",1,"2020-09-25","IC"
"30 - 34",2,"2020-09-25","IC"
"35 - 39",1,"2020-09-25","IC"
"40 - 44",4,"2020-09-25","IC"
"45 - 49",7,"2020-09-25","IC"
"50 - 54",9,"2020-09-25","IC"
"55 - 59",9,"2020-09-25","IC"
"60 - 64",16,"2020-09-25","IC"
"65 - 69",26,"2020-09-25","IC"
"70 - 74",27,"2020-09-25","IC"
"75 - 79",15,"2020-09-25","IC"
"80 - 84",3,"2020-09-25","IC"
"85 - 89",1,"2020-09-25","IC"
">90",0,"2020-09-25","IC"
"<20",1,"2020-09-26","IC"
"20 - 24",1,"2020-09-26","IC"
"25 - 29",2,"2020-09-26","IC"
"30 - 34",2,"2020-09-26","IC"
"35 - 39",1,"2020-09-26","IC"
"40 - 44",5,"2020-09-26","IC"
"45 - 49",6,"2020-09-26","IC"
"50 - 54",9,"2020-09-26","IC"
"55 - 59",10,"2020-09-26","IC"
"60 - 64",14,"2020-09-26","IC"
"65 - 69",31,"2020-09-26","IC"
"70 - 74",25,"2020-09-26","IC"
"75 - 79",16,"2020-09-26","IC"
"80 - 84",3,"2020-09-26","IC"
"85 - 89",1,"2020-09-26","IC"
">90",0,"2020-09-26","IC"
"<20",1,"2020-09-27","IC"
"20 - 24",1,"2020-09-27","IC"
"25 - 29",2,"2020-09-27","IC"
"30 - 34",2,"2020-09-27","IC"
"35 - 39",1,"2020-09-27","IC"
"40 - 44",6,"2020-09-27","IC"
"45 - 49",6,"2020-09-27","IC"
"50 - 54",8,"2020-09-27","IC"
"55 - 59",11,"2020-09-27","IC"
"60 - 64",14,"2020-09-27","IC"
"65 - 69",31,"2020-09-27","IC"
"70 - 74",28,"2020-09-27","IC"
"75 - 79",15,"2020-09-27","IC"
"80 - 84",3,"2020-09-27","IC"
"85 - 89",1,"2020-09-27","IC"
">90",0,"2020-09-27","IC"
"<20",1,"2020-09-28","IC"
"20 - 24",1,"2020-09-28","IC"
"25 - 29",2,"2020-09-28","IC"
"30 - 34",1,"2020-09-28","IC"
"35 - 39",2,"2020-09-28","IC"
"40 - 44",5,"2020-09-28","IC"
"45 - 49",7,"2020-09-28","IC"
"50 - 54",11,"2020-09-28","IC"
"55 - 59",12,"2020-09-28","IC"
"60 - 64",17,"2020-09-28","IC"
"65 - 69",34,"2020-09-28","IC"
"70 - 74",29,"2020-09-28","IC"
"75 - 79",17,"2020-09-28","IC"
"80 - 84",5,"2020-09-28","IC"
"85 - 89",0,"2020-09-28","IC"
">90",1,"2020-09-28","IC"
"<20",1,"2020-09-29","IC"
"20 - 24",0,"2020-09-29","IC"
"25 - 29",1,"2020-09-29","IC"
"30 - 34",3,"2020-09-29","IC"
"35 - 39",3,"2020-09-29","IC"
"40 - 44",6,"2020-09-29","IC"
"45 - 49",10,"2020-09-29","IC"
"50 - 54",13,"2020-09-29","IC"
"55 - 59",13,"2020-09-29","IC"
"60 - 64",17,"2020-09-29","IC"
"65 - 69",35,"2020-09-29","IC"
"70 - 74",33,"2020-09-29","IC"
"75 - 79",18,"2020-09-29","IC"
"80 - 84",5,"2020-09-29","IC"
"85 - 89",0,"2020-09-29","IC"
">90",0,"2020-09-29","IC"
"<20",2,"2020-09-30","IC"
"20 - 24",0,"2020-09-30","IC"
"25 - 29",0,"2020-09-30","IC"
"30 - 34",1,"2020-09-30","IC"
"35 - 39",5,"2020-09-30","IC"
"40 - 44",5,"2020-09-30","IC"
"45 - 49",10,"2020-09-30","IC"
"50 - 54",11,"2020-09-30","IC"
"55 - 59",15,"2020-09-30","IC"
"60 - 64",17,"2020-09-30","IC"
"65 - 69",36,"2020-09-30","IC"
"70 - 74",36,"2020-09-30","IC"
"75 - 79",20,"2020-09-30","IC"
"80 - 84",7,"2020-09-30","IC"
"85 - 89",1,"2020-09-30","IC"
">90",0,"2020-09-30","IC"
"<20",1,"2020-10-01","IC"
"20 - 24",0,"2020-10-01","IC"
"25 - 29",0,"2020-10-01","IC"
"30 - 34",2,"2020-10-01","IC"
"35 - 39",4,"2020-10-01","IC"
"40 - 44",6,"2020-10-01","IC"
"45 - 49",11,"2020-10-01","IC"
"50 - 54",11,"2020-10-01","IC"
"55 - 59",13,"2020-10-01","IC"
"60 - 64",19,"2020-10-01","IC"
"65 - 69",37,"2020-10-01","IC"
"70 - 74",37,"2020-10-01","IC"
"75 - 79",22,"2020-10-01","IC"
"80 - 84",7,"2020-10-01","IC"
"85 - 89",1,"2020-10-01","IC"
">90",1,"2020-10-01","IC"
"<20",1,"2020-10-02","IC"
"20 - 24",1,"2020-10-02","IC"
"25 - 29",1,"2020-10-02","IC"
"30 - 34",2,"2020-10-02","IC"
"35 - 39",5,"2020-10-02","IC"
"40 - 44",5,"2020-10-02","IC"
"45 - 49",11,"2020-10-02","IC"
"50 - 54",14,"2020-10-02","IC"
"55 - 59",13,"2020-10-02","IC"
"60 - 64",21,"2020-10-02","IC"
"65 - 69",34,"2020-10-02","IC"
"70 - 74",36,"2020-10-02","IC"
"75 - 79",22,"2020-10-02","IC"
"80 - 84",5,"2020-10-02","IC"
"85 - 89",0,"2020-10-02","IC"
">90",1,"2020-10-02","IC"
"<20",1,"2020-10-03","IC"
"20 - 24",1,"2020-10-03","IC"
"25 - 29",0,"2020-10-03","IC"
"30 - 34",2,"2020-10-03","IC"
"35 - 39",3,"2020-10-03","IC"
"40 - 44",5,"2020-10-03","IC"
"45 - 49",13,"2020-10-03","IC"
"50 - 54",15,"2020-10-03","IC"
"55 - 59",13,"2020-10-03","IC"
"60 - 64",22,"2020-10-03","IC"
"65 - 69",32,"2020-10-03","IC"
"70 - 74",34,"2020-10-03","IC"
"75 - 79",25,"2020-10-03","IC"
"80 - 84",6,"2020-10-03","IC"
"85 - 89",0,"2020-10-03","IC"
">90",1,"2020-10-03","IC"
"<20",1,"2020-10-04","IC"
"20 - 24",1,"2020-10-04","IC"
"25 - 29",1,"2020-10-04","IC"
"30 - 34",1,"2020-10-04","IC"
"35 - 39",3,"2020-10-04","IC"
"40 - 44",5,"2020-10-04","IC"
"45 - 49",11,"2020-10-04","IC"
"50 - 54",14,"2020-10-04","IC"
"55 - 59",15,"2020-10-04","IC"
"60 - 64",25,"2020-10-04","IC"
"65 - 69",34,"2020-10-04","IC"
"70 - 74",34,"2020-10-04","IC"
"75 - 79",23,"2020-10-04","IC"
"80 - 84",6,"2020-10-04","IC"
"85 - 89",0,"2020-10-04","IC"
">90",1,"2020-10-04","IC"
"<20",1,"2020-10-05","IC"
"20 - 24",0,"2020-10-05","IC"
"25 - 29",1,"2020-10-05","IC"
"30 - 34",3,"2020-10-05","IC"
"35 - 39",3,"2020-10-05","IC"
"40 - 44",7,"2020-10-05","IC"
"45 - 49",11,"2020-10-05","IC"
"50 - 54",15,"2020-10-05","IC"
"55 - 59",19,"2020-10-05","IC"
"60 - 64",28,"2020-10-05","IC"
"65 - 69",42,"2020-10-05","IC"
"70 - 74",38,"2020-10-05","IC"
"75 - 79",26,"2020-10-05","IC"
"80 - 84",11,"2020-10-05","IC"
"85 - 89",0,"2020-10-05","IC"
">90",0,"2020-10-05","IC"
"<20",0,"2020-10-06","IC"
"20 - 24",0,"2020-10-06","IC"
"25 - 29",0,"2020-10-06","IC"
"30 - 34",0,"2020-10-06","IC"
"35 - 39",0,"2020-10-06","IC"
"40 - 44",0,"2020-10-06","IC"
"45 - 49",0,"2020-10-06","IC"
"50 - 54",0,"2020-10-06","IC"
"55 - 59",0,"2020-10-06","IC"
"60 - 64",0,"2020-10-06","IC"
"65 - 69",0,"2020-10-06","IC"
"70 - 74",0,"2020-10-06","IC"
"75 - 79",0,"2020-10-06","IC"
"80 - 84",0,"2020-10-06","IC"
"85 - 89",0,"2020-10-06","IC"
">90",0,"2020-10-06","IC"
"<20",1,"2020-10-07","IC"
"20 - 24",1,"2020-10-07","IC"
"25 - 29",0,"2020-10-07","IC"
"30 - 34",2,"2020-10-07","IC"
"35 - 39",3,"2020-10-07","IC"
"40 - 44",6,"2020-10-07","IC"
"45 - 49",9,"2020-10-07","IC"
"50 - 54",17,"2020-10-07","IC"
"55 - 59",22,"2020-10-07","IC"
"60 - 64",39,"2020-10-07","IC"
"65 - 69",48,"2020-10-07","IC"
"70 - 74",48,"2020-10-07","IC"
"75 - 79",35,"2020-10-07","IC"
"80 - 84",8,"2020-10-07","IC"
"85 - 89",0,"2020-10-07","IC"
">90",0,"2020-10-07","IC"
"<20",1,"2020-10-08","IC"
"20 - 24",0,"2020-10-08","IC"
"25 - 29",0,"2020-10-08","IC"
"30 - 34",2,"2020-10-08","IC"
"35 - 39",3,"2020-10-08","IC"
"40 - 44",8,"2020-10-08","IC"
"45 - 49",8,"2020-10-08","IC"
"50 - 54",19,"2020-10-08","IC"
"55 - 59",28,"2020-10-08","IC"
"60 - 64",38,"2020-10-08","IC"
"65 - 69",47,"2020-10-08","IC"
"70 - 74",51,"2020-10-08","IC"
"75 - 79",33,"2020-10-08","IC"
"80 - 84",7,"2020-10-08","IC"
"85 - 89",1,"2020-10-08","IC"
">90",0,"2020-10-08","IC"
"<20",1,"2020-10-09","IC"
"20 - 24",1,"2020-10-09","IC"
"25 - 29",1,"2020-10-09","IC"
"30 - 34",2,"2020-10-09","IC"
"35 - 39",1,"2020-10-09","IC"
"40 - 44",8,"2020-10-09","IC"
"45 - 49",12,"2020-10-09","IC"
"50 - 54",19,"2020-10-09","IC"
"55 - 59",28,"2020-10-09","IC"
"60 - 64",37,"2020-10-09","IC"
"65 - 69",48,"2020-10-09","IC"
"70 - 74",53,"2020-10-09","IC"
"75 - 79",38,"2020-10-09","IC"
"80 - 84",9,"2020-10-09","IC"
"85 - 89",2,"2020-10-09","IC"
">90",0,"2020-10-09","IC"
"<20",1,"2020-10-10","IC"
"20 - 24",0,"2020-10-10","IC"
"25 - 29",0,"2020-10-10","IC"
"30 - 34",1,"2020-10-10","IC"
"35 - 39",4,"2020-10-10","IC"
"40 - 44",7,"2020-10-10","IC"
"45 - 49",12,"2020-10-10","IC"
"50 - 54",17,"2020-10-10","IC"
"55 - 59",24,"2020-10-10","IC"
"60 - 64",38,"2020-10-10","IC"
"65 - 69",46,"2020-10-10","IC"
"70 - 74",55,"2020-10-10","IC"
"75 - 79",38,"2020-10-10","IC"
"80 - 84",9,"2020-10-10","IC"
"85 - 89",0,"2020-10-10","IC"
">90",0,"2020-10-10","IC"
"<20",1,"2020-10-11","IC"
"20 - 24",0,"2020-10-11","IC"
"25 - 29",0,"2020-10-11","IC"
"30 - 34",2,"2020-10-11","IC"
"35 - 39",4,"2020-10-11","IC"
"40 - 44",7,"2020-10-11","IC"
"45 - 49",11,"2020-10-11","IC"
"50 - 54",18,"2020-10-11","IC"
"55 - 59",23,"2020-10-11","IC"
"60 - 64",37,"2020-10-11","IC"
"65 - 69",47,"2020-10-11","IC"
"70 - 74",55,"2020-10-11","IC"
"75 - 79",39,"2020-10-11","IC"
"80 - 84",10,"2020-10-11","IC"
"85 - 89",0,"2020-10-11","IC"
">90",0,"2020-10-11","IC"
"<20",1,"2020-10-12","IC"
"20 - 24",1,"2020-10-12","IC"
"25 - 29",0,"2020-10-12","IC"
"30 - 34",4,"2020-10-12","IC"
"35 - 39",6,"2020-10-12","IC"
"40 - 44",9,"2020-10-12","IC"
"45 - 49",13,"2020-10-12","IC"
"50 - 54",20,"2020-10-12","IC"
"55 - 59",24,"2020-10-12","IC"
"60 - 64",45,"2020-10-12","IC"
"65 - 69",52,"2020-10-12","IC"
"70 - 74",59,"2020-10-12","IC"
"75 - 79",39,"2020-10-12","IC"
"80 - 84",11,"2020-10-12","IC"
"85 - 89",2,"2020-10-12","IC"
">90",0,"2020-10-12","IC"
"<20",1,"2020-10-13","IC"
"20 - 24",1,"2020-10-13","IC"
"25 - 29",1,"2020-10-13","IC"
"30 - 34",4,"2020-10-13","IC"
"35 - 39",4,"2020-10-13","IC"
"40 - 44",8,"2020-10-13","IC"
"45 - 49",14,"2020-10-13","IC"
"50 - 54",23,"2020-10-13","IC"
"55 - 59",21,"2020-10-13","IC"
"60 - 64",51,"2020-10-13","IC"
"65 - 69",50,"2020-10-13","IC"
"70 - 74",63,"2020-10-13","IC"
"75 - 79",45,"2020-10-13","IC"
"80 - 84",14,"2020-10-13","IC"
"85 - 89",1,"2020-10-13","IC"
">90",0,"2020-10-13","IC"
"<20",1,"2020-10-14","IC"
